Date,Symbol,Company,Price,Insider Name,Insider Position,Buy/Sell,Insider Trading Shares,Shares Change,Price.1,Price Change Since Insider Trade (%),Dividend Yield %
2018-12-13,LBYYQ,Libbey Inc,0.0411,"BRIGADE CAPITAL MANAGEMENT, LP",10% Owner,P,0,5.7,5.66,-99.27,0.0
2018-12-13,HPE,Hewlett Packard Enterprise Co,14.39,Davis Philip,"CSO, Pres Hybrid IT",S,14,-39.33,14.67,-1.91,3.35
2018-12-13,TRU,TransUnion,117.4,Neenan David M,EVP - International,S,117,-13.65,61.02,92.4,0.29
2018-12-13,PLAY,Dave & Buster's Entertainment Inc,36.42,PLUNKETT J MICHAEL,SVP of Purch & Intl Ops,S,36,-37.44,46.98,-22.48,0.0
2018-12-13,MX,MagnaChip Semiconductor Corp,18.85,Brigade Leveraged Capital Stru,10% Owner,P,18,16.92,7.0,169.29,0.0
2018-12-13,SEAC,SeaChange International Inc,0.7825,SINGER KAREN,10% Owner,P,0,5.86,1.34,-41.6,0.0
2018-12-13,CTBI,Community Trust Bancorp Inc,44.36,MINNIFIELD FRANKY,Director of Lead Bank,P,44,48.42,41.74,6.28,3.51
2018-12-13,AVGO,Broadcom Inc,568.72,Krause Thomas H.,CFO,S,568,-17.36,257.08,121.22,2.54
2018-12-13,TRN,Trinity Industries Inc,27.75,Boze Brandon B,,P,27,0.27,21.92,26.6,3.01
2018-12-13,JMP,JMP Group LLC,7.5,Jolson Joseph A,"CEO, 10% Owner",P,7,1.55,4.55,64.84,0.0
2018-12-13,OFC,Corporate Office Properties Trust,27.12,Trimberger Lisa G,Director,P,27,18.31,23.16,17.1,4.07
2018-12-13,EXLS,ExlService Holdings Inc,137.04,STUDENMUND JAYNIE M,Director,P,137,100.0,55.65,146.25,0.0
2018-12-13,AVGO,Broadcom Inc,568.72,Kawwas Charlie B,SVP & Chief Sales Officer,S,568,-8.57,259.19,119.42,2.54
2018-12-13,HVBC,HV Bancorp Inc,22.15,Marino Robert Joseph,Director,P,22,5.21,15.05,47.18,0.0
2018-12-13,AC,Associated Capital Group Inc,41.25,GABELLI MARIO J,"Executive Chairman, 10% Owner",P,41,100.0,33.51,23.1,0.49
2018-12-13,PFPT,Proofpoint Inc,175.9,Steele Gary,CEO,S,175,-32.27,95.0,85.16,0.0
2018-12-13,CTXS,Citrix Systems Inc,85.1,SOISSON JESSICA,VP & Corporate Controller,S,85,-7.33,110.77,-23.17,1.74
2018-12-13,SPNX,Superior Energy Services Inc old,0.1405,Moore Brian K,Executive Vice President,P,0,21.34,4.01,-96.5,0.0
2018-12-13,GSHD,Goosehead Insurance Inc,130.99,Jones Robyn Mary Elizabeth,Member of 10% owner group,S,130,-0.35,27.32,379.47,0.0
2018-12-13,CHGG,Chegg Inc,26.53,SCHLEIN TED,Director,S,26,-13.45,28.84,-8.01,0.0
2018-12-13,GSHD,Goosehead Insurance Inc,130.99,Jones Mark Evan,Member of 10% owner group,S,130,-0.35,27.32,379.47,0.0
2018-12-13,CRVL,CorVel Corp,195.35,CORSTAR HOLDINGS INC,10% Owner,S,195,-0.15,66.12,195.45,0.0
2018-12-13,ENDV,Endonovo Therapeutics Inc,0.0172,Mann Michael Scott,President,P,0,0.06,0.02,-14.0,0.0
2018-12-13,GSHD,Goosehead Insurance Inc,130.99,Mark & Robyn Jones Descendants,Member of 10% owner group,S,130,-3.42,27.32,379.47,0.0
2018-12-13,LBC,Luther Burbank Corp,14.24,Krouskup Jack W.,Director,P,14,29.33,9.15,55.63,2.49
2018-12-13,BLMT,BSB Bancorp Inc,32.84,LOWENSTEIN CARROLL M JR,Executive Vice President,S,32,-15.08,30.55,7.5,0.0
2018-12-13,LLEXQ,Lilis Energy Inc,0.0138,LONG MICHAEL G,Director,P,0,83.33,1.69,-99.18,0.0
2018-12-13,NG,Novagold Resources Inc,7.63,Lang Gregory A.,President and CEO,S,7,-2.67,3.94,93.65,0.0
2018-12-13,YEXT,Yext Inc,10.84,FERNANDEZ PHILLIP M,Director,S,10,-13.79,15.66,-30.78,0.0
2018-12-13,JCS,Communications Systems Inc,3.53,PRIMUTH RICHARD A,Director,P,3,10.58,2.59,36.29,0.0
2018-12-13,GDDY,GoDaddy Inc,71.31,Kelly Nima,Chief Legal Officer,S,71,-1.21,65.51,8.85,0.0
2018-12-13,PNW,Pinnacle West Capital Corp,66.96,FROETSCHER DANIEL T,"EVP, Operations, APS",S,66,-19.91,92.2,-27.38,4.98
2018-12-13,TPHS,Trinity Place Holdings Inc,1.87,"Messinger, Matthew",President and CEO,P,1,0.17,4.54,-58.81,0.0
2018-12-13,PNW,Pinnacle West Capital Corp,66.96,BEMENT ROBERT S,"EVP & CNO, PVGS, APS",S,66,-40.41,91.22,-26.6,4.98
2018-12-13,OFC,Corporate Office Properties Trust,27.12,BUDORICK STEPHEN E,President & CEO,P,27,0.9,23.19,16.95,4.07
2018-12-13,CMLS,Cumulus Media Inc,12.68,Nimbus Atlas LLC,10% Owner,P,12,1.65,10.04,26.29,0.0
2018-12-13,TURN,180 Degree Capital Corp,7.6,Wolfe Daniel B,President,P,7,1.02,1.9,300.0,0.0
2018-12-13,GLDD,Great Lakes Dredge & Dock Corp,15.87,Levenson Ryan,Director,S,15,-3.72,7.53,110.76,0.0
2018-12-13,PRFT,Perficient Inc,146.63,LUNDEEN DAVID S,Director,P,146,1.69,23.6,521.31,0.0
2018-12-13,OSS,One Stop Systems Inc,5.26,Ison Jim,Vice President of Sales,S,5,-41.46,2.66,97.74,0.0
2018-12-13,ATRA,Atara Biotherapeutics Inc,18.3,Ciechanover Isaac E.,CEO,S,18,-1.03,42.66,-57.1,0.0
2018-12-13,BYD,Boyd Gaming Corp,59.73,BOYD WILLIAM R,Vice President,S,59,-4.27,24.19,146.92,0.0
2018-12-13,SBAC,SBA Communications Corp,344.99,BEEBE KEVIN L,Director,S,344,-46.03,172.51,99.98,0.66
2018-12-13,UVE,Universal Insurance Holdings Inc,15.3,Campos Kimberly D,CIO & CAO,S,15,-100.0,40.79,-62.49,4.18
2018-12-13,BDR,Blonder Tongue Laboratories Inc,1.07,Grauch Edward Rowland,Executive Vice President & COO,P,1,10.41,1.2,-10.83,0.0
2018-12-13,XOMA,XOMA Corp,22.56,BIOTECHNOLOGY VALUE FUND L P,,P,22,2.14,14.46,56.02,0.0
2018-12-13,INFI,Infinity Pharmaceuticals Inc,2.28,BIOTECHNOLOGY VALUE FUND L P,10% Owner,P,2,1.08,1.2,90.0,0.0
2018-12-13,CRM,Salesforce.com Inc,301.17,Benioff Marc,Chairman of the Board & co-CEO,S,301,-0.03,141.36,113.05,0.0
2018-12-13,MX,MagnaChip Semiconductor Corp,18.85,"BRIGADE CAPITAL MANAGEMENT, LP",10% Owner,P,18,5.33,7.0,169.29,0.0
2018-12-13,CRM,Salesforce.com Inc,301.17,BLOCK KEITH,co-CEO,S,301,-8.69,141.5,112.84,0.0
2018-12-13,CLUBQ,Town Sports International Holdings Inc,0.0005,Spatafora Carolyn,CFO,S,0,-7.54,6.16,-99.99,0.0
2018-12-13,EPAY,Bottomline Technologies Inc,46.27,SAVORY NIGEL K,"Managing Director, Europe",S,46,-5.18,50.29,-7.99,0.0
2018-12-13,CLUBQ,Town Sports International Holdings Inc,0.0005,Ajmera Nitin,SVP - Controller,S,0,-5.0,6.22,-99.99,0.0
2018-12-13,NYMX,Nymox Pharmaceutical Corp,1.55,Robinson James George,Director,P,1,0.16,1.72,-9.88,0.0
2018-12-13,MYJ,Blackrock Muniyield New Jersey Fund Inc,15.83,JAECKEL THEODORE R JR,Portfolio Manager,P,15,42.35,13.08,21.02,4.74
2018-12-13,DOCU,DocuSign Inc,263.34,Davis Reginald D.,General Counsel and Secretary,S,263,-46.35,42.51,519.48,0.0
2018-12-13,HBCP,Home Bancorp Inc,42.36,RADER CHRIS P,Director,P,42,18.59,40.47,4.67,2.14
2018-12-13,IBTX,Independent Bank Group Inc,71.32,Brooks Daniel W,Vice Chairman and CRO,P,71,0.9,49.53,43.99,1.86
2018-12-13,FPF,First Trust Inter Dur Pref& Income Fund,25.08,FLEMING SCOTT T,Officer-Investment Sub-Advisor,P,25,12.5,19.52,28.48,6.09
2018-12-13,KURA,Kura Oncology Inc,16.99,"EcoR1 Capital Fund Qualified, ",10% Owner,P,16,0.97,13.9,22.23,0.0
2018-12-13,MUJ,BlackRock MuniHoldings New Jersey Quality Fund Inc,15.53,JAECKEL THEODORE R JR,Portfolio Manager,S,15,-13.41,12.76,21.71,4.87
2018-12-13,PPBI,Pacific Premier Bancorp Inc,41.55,Nicolas Ronald J. Jr.,SEVP & CFO,P,41,2.78,26.72,55.5,3.11
2018-12-13,RNDB,Randolph Bancorp Inc,25.7,MCDONOUGH JAMES P,President and CEO,P,25,4.72,14.6,76.03,0.58
2018-12-13,HBP,Huttig Building Products Inc,8.56,Glass Donald L,Director,P,8,30.0,2.45,249.39,0.0
2018-12-13,REN,Resolute Energy Corp,30.91,Hicks Thomas O Jr,Director,S,30,-26.46,32.75,-5.62,0.0
2018-12-13,MNST,Monster Beverage Corp,89.3,TABER HAROLD C JR,Director,S,89,-11.65,54.55,63.7,0.0
2018-12-13,KNX,Knight-Swift Transportation Holdings Inc,57.0,Shank Roberta Roberts,Director,P,57,58.09,27.29,108.87,0.62
2018-12-13,MNST,Monster Beverage Corp,89.3,KELLY THOMAS J,EVP Finance Monster Energy Co.,S,89,-60.3,53.73,66.2,0.0
2018-12-13,WSC,WillScot Mobile Mini Holdings Corp,39.49,BARTLETT MARK S.,Director,P,39,72.24,11.95,230.46,0.0
2018-12-13,TELL,Tellurian Inc,3.46,TURKLESON DON A,Director,P,3,207.65,6.75,-48.74,0.0
2018-12-13,BIOL,Biolase Inc,0.4475,Norbe Todd,President and CEO,P,0,100.0,1.03,-56.55,0.0
2018-12-13,BBDC,Barings BDC Inc,11.22,BARINGS LLC,Investment Adviser,P,11,0.59,9.74,15.2,6.86
2018-12-13,AUD,Audacy Inc,2.87,FIELD JOSEPH M,Chairman Emeritus,P,2,3.12,6.61,-56.58,0.0
2018-12-13,JAG,Jagged Peak Energy Inc,8.23,Howard Robert William,"EVP, CFO",S,8,-1.59,10.21,-19.39,0.0
2018-12-13,MOC,Command Security Corp,2.845,Kikis Thomas,"Director, 10% Owner",S,2,-9.26,2.78,2.34,0.0
2018-12-13,EXTN,Exterran Corp,3.81,CHAI TRUST CO LLC,10% Owner,P,3,0.89,20.92,-81.79,0.0
2018-12-13,TAT,TransAtlantic Petroleum Ltd,0.24600000000000002,Mitchell Noah Malone III,"CEO, 10% Owner",P,0,0.31,1.02,-75.88,0.0
2018-12-13,AMRS,Amyris Inc,7.26,ALVAREZ EDUARDO,COO,P,7,3.67,4.23,71.63,0.0
2018-12-13,PATK,Patrick Industries Inc,80.0,GENDELL JEFFREY L ET AL,Director,S,80,-10.03,32.35,147.3,1.37
2018-12-13,TWTR,Twitter Inc,48.4,Williams Evan Clark,Director,S,48,-4.67,36.08,34.15,0.0
2018-12-13,BKE,Buckle Inc,50.25,RHOADS KAREN B,Director,S,50,-1.52,19.18,161.99,2.58
2018-12-13,YEXT,Yext Inc,10.84,Lerman Howard,CEO,S,10,-0.56,15.54,-30.24,0.0
2018-12-13,TXMD,TherapeuticsMD Inc,0.5682,Bernick Brian,Director,S,0,-2.7,4.15,-86.31,0.0
2018-12-13,LBC,Luther Burbank Corp,14.24,Krouskup Jack W.,Director,S,14,-29.33,9.15,55.63,2.49
2018-12-13,IOVA,Iovance Biotherapeutics Inc,18.83,MCPEAK MERRILL A,Director,P,18,2.24,9.63,95.53,0.0
2018-12-13,NMFC,New Mountain Finance Corp,13.63,Jerry Karrie J.,CCO and Corporate Secretary,P,13,39.28,12.9,5.66,8.81
2018-12-13,MCOA,Marijuana Company of America Inc,0.0025,STEINBERG DONALD J,"President, 10% Owner",S,0,-0.28,0.02,-87.5,0.0
2018-12-13,DSKE,Daseke Inc,10.17,DASEKE DON R,"CEO, 10% Owner",P,10,0.42,3.39,200.0,0.0
2018-12-13,HIL,Hill International Inc,2.11,Ajdler Arnaud,Director,P,2,2.76,3.04,-30.59,0.0
2018-12-13,BIOL,Biolase Inc,0.4475,Sato Garrett,Director,P,0,50.0,1.07,-58.18,0.0
2018-12-13,RNG,RingCentral Inc,229.8,Sipes David,COO,S,229,-2.2,85.15,169.88,0.0
2018-12-13,RCKT,Rocket Pharmaceuticals Inc,27.87,SOUTHWELL DAVID P,Director,S,27,-28.95,15.19,83.48,0.0
2018-12-13,AZO,AutoZone Inc,1859.68,MCKENNA WILLIAM ANDREW,Director,S,1859,-29.22,883.4,110.51,0.0
2018-12-13,AWR,American States Water Co,96.03,TANG EVA G,Sr. Vice President & CFO,S,96,-3.73,68.38,40.44,1.47
2018-12-13,OSS,One Stop Systems Inc,5.26,REARDON JOHN RALPH,Director,S,5,-4.93,2.83,85.87,0.0
2018-12-12,SAM,Boston Beer Co Inc,464.75,KOCH C JAMES,"Chairman, 10% Owner",S,464,-1.7,275.0,69.0,0.0
2018-12-12,WIFI,Boingo Wireless Inc,13.99,Hagan David,CEO,S,13,-5.6,23.5,-40.47,0.0
2018-12-12,OSG,Overseas Shipholding Group Inc,1.87,Norton Samuel H,President and CEO,P,1,19.02,1.97,-5.08,0.0
2018-12-12,KNX,Knight-Swift Transportation Holdings Inc,57.0,SYNOWICKI ROBERT E JR,Director,P,57,11.8,28.83,97.71,0.62
2018-12-12,IBTX,Independent Bank Group Inc,71.32,Hobart Brian E,Vice Chairman and CLO,P,71,1.61,50.5,41.23,1.86
2018-12-12,ANAB,AnaptysBio Inc,30.8,Suria Hamza,"President, CEO",S,30,-68.57,71.47,-56.9,0.0
2018-12-12,IBTX,Independent Bank Group Inc,71.32,Brooks Daniel W,Vice Chairman and CRO,P,71,0.91,50.21,42.04,1.86
2018-12-12,IRIX,IRIDEX Corp,7.64,MOORE WILLIAM M,Chairman and CEO,P,7,1.93,4.34,76.04,0.0
2018-12-12,HQY,HealthEquity Inc,61.34,Corvino Frank,Director,S,61,-43.23,69.41,-11.63,0.0
2018-12-12,MYOK,MyoKardia Inc,224.91,GIANAKAKOS ANASTASIOS,President and CEO,S,224,-0.43,55.68,303.93,0.0
2018-12-12,COR,CoreSite Realty Corp,171.4,Smith Steven James,"SVP, Sales & Marketing",S,171,-6.68,100.0,71.4,2.92
2018-12-12,ALE,ALLETE Inc,62.6,Hodnik Alan R,"Chairman, President & CEO",S,62,-5.85,81.05,-22.76,4.02
2018-12-12,ARMK,Aramark,36.49,FOSS ERIC J,"Chairman, President and CEO",P,36,5.83,32.46,12.42,1.21
2018-12-12,NRC,National Research Corp,42.54,K/I/E/Trust Under Agreement 3/,10% Owner,S,42,-0.08,40.0,6.35,0.85
2018-12-12,CUO,Continental Materials Corp,8.63,Sullivan Ryan,COO,P,8,0.0,12.5,-30.96,0.0
2018-12-12,ODT,Odonate Therapeutics Inc,1.83,TANG KEVIN C,"CEO, 10% Owner",P,1,0.16,15.6,-88.27,0.0
2018-12-12,KLXE,KLX Energy Services Holdings Inc,3.97,WEISE THEODORE L,Director,P,3,14.08,24.54,-83.82,0.0
2018-12-12,TCX,Tucows Inc,88.32,Woroch David John,EVP Wholesale,S,88,-4.29,64.61,36.7,0.0
2018-12-12,CUO,Continental Materials Corp,8.63,Ainsworth Paul,CFO,P,8,100.0,12.77,-32.42,0.0
2018-12-12,SRGA,Surgalign Holdings Inc,0.7548,Singer Jonathon M,CFO/CAO,P,0,23.27,4.28,-82.36,0.0
2018-12-12,AIMD,Ainos Inc,0.65,CHEN STEPHEN T,"President, Chairman & CEO, 10% Owner",P,0,0.88,0.26,150.0,0.0
2018-12-12,PBBI,PB Bancorp Inc,15.25,Puffer Charles H,Director,P,15,3.48,10.95,39.27,1.84
2018-12-12,FATE,Fate Therapeutics Inc,55.97,Nashat Amir,Director,S,55,-5.11,16.78,233.55,0.0
2018-12-12,AIMD,Ainos Inc,0.65,CHEN STEPHEN T,"President, Chairman & CEO, 10% Owner",P,0,0.61,0.26,150.0,0.0
2018-12-12,GAIN,Gladstone Investment Corp,16.81,DULLUM DAVID A R,President,P,16,1.5,9.9,69.8,5.06
2018-12-12,MORN,Morningstar Inc,323.62,Mansueto Joseph D,"Executive Chairman, 10% Owner",S,323,-0.09,113.14,186.04,0.39
2018-12-12,QNST,QuinStreet Inc,16.49,SANDS GREGORY P,Director,S,16,-10.3,15.95,3.39,0.0
2018-12-12,AMSWA,American Software Inc,25.05,DOW H ALLAN,President,S,25,-3.12,10.52,138.12,1.76
2018-12-12,AMSWA,American Software Inc,25.05,EDENFIELD JAMES C,Executive Chairman,S,25,-13.17,10.45,139.71,1.76
2018-12-12,NG,Novagold Resources Inc,7.63,Lang Gregory A.,President and CEO,S,7,-2.69,3.93,94.15,0.0
2018-12-12,ICCH,ICC Holdings Inc,16.4679,Klockau John R.,Director,S,16,-6.09,13.5,21.98,0.0
2018-12-12,NYMX,Nymox Pharmaceutical Corp,1.55,Robinson James George,Director,P,1,0.18,1.71,-9.36,0.0
2018-12-12,COUP,Coupa Software Inc,212.88,Winter Steven M,Chief Revenue Officer,S,212,-86.48,65.68,224.12,0.0
2018-12-12,CWST,Casella Waste Systems Inc,86.88,HULLIGAN WILLIAM P,Director,S,86,-14.39,29.94,190.18,0.0
2018-12-12,AFG,American Financial Group Inc,140.45,JOSEPH GREGORY G,Director,P,140,0.97,92.91,51.17,1.45
2018-12-12,LKFN,Lakeland Financial Corp,74.19,WELCH M SCOTT,Director,P,74,4.43,42.78,73.42,1.84
2018-12-12,P,Pandora Media Inc,8.38,Lapic S Aimee,Chief Marketing Officer,S,8,-2.32,9.01,-6.99,0.0
2018-12-12,ROX,Castle Brands Inc,1.26,Small Alfred,"SVP, CFO, TREAS. & SECRETARY",P,1,1.5,0.78,61.54,0.0
2018-12-12,PRMW,Primo Water Corp,18.57,SAVAGE GRAHAM W,Director,S,18,-19.41,14.98,23.97,1.28
2018-12-12,IFF,International Flavors & Fragrances Inc,150.03,Winder Investment Pte Ltd,10% Owner,P,150,0.06,136.82,9.66,2.07
2018-12-12,HBI,Hanesbrands Inc,17.07,Upchurch W Howard Jr,"Group President, IW Americas",S,17,-8.31,14.81,15.26,3.51
2018-12-12,HRL,Hormel Foods Corp,42.63,SHEEHAN JAMES N,Senior V.P. & CFO,S,42,-29.19,44.93,-5.12,2.29
2018-12-12,HTBK,Heritage Commerce Corp,11.69,Hallgrimson Steven L.,Director,P,11,6.29,12.99,-10.01,4.44
2018-12-12,CARG,CarGurus Inc,37.9,Steinert Langley,"CEO, President and Chairman, 10% Owner",S,37,-0.18,35.71,6.13,0.0
2018-12-12,ADRO,Aduro Biotech Inc,14.6,Lew Jennifer,CFO,S,14,-0.76,2.93,398.29,0.0
2018-12-12,EYES,Second Sight Medical Products Inc,2.34,Williams Gregg,"Director, 10% Owner",P,2,9.93,0.92,154.35,0.0
2018-12-12,ADRO,Aduro Biotech Inc,14.6,Templeman Blaine,Chief Legal Officer,S,14,-0.95,2.93,398.29,0.0
2018-12-12,FUNC,First United Corp,19.77,RUDY IRVIN ROBERT,Director,P,19,3.89,17.6,12.33,2.94
2018-12-12,CUE,Cue Biopharma Inc,14.83,MARLETT CHRISTOPHER A,Director,P,14,1.19,5.08,191.93,0.0
2018-12-12,ABDC,Alcentra Capital Corp,8.9,Glaser Peter M,Co-President,P,8,100.0,6.93,28.43,8.09
2018-12-12,CARG,CarGurus Inc,37.9,Chrzan Oliver Ian,Chief Technology Officer,S,37,-3.57,35.42,7.0,0.0
2018-12-12,ADRO,Aduro Biotech Inc,14.6,ISAACS STEPHEN T,President and CEO,S,14,-1.71,2.93,398.29,0.0
2018-12-12,MDRX,Allscripts Healthcare Solutions Inc,17.11,Black Paul,CEO,P,17,1.62,10.1,69.41,0.0
2018-12-12,ABDC,Alcentra Capital Corp,8.9,Shaikh Suhail A.,Co-President,P,8,100.0,6.96,27.87,8.09
2018-12-12,KFRC,Kforce Inc,79.0,ALLRED JOHN,Director,S,79,-12.03,30.72,157.16,1.17
2018-12-12,TURN,180 Degree Capital Corp,7.6,Rendino Kevin,Chairman and CEO,P,7,2.22,1.9,300.0,0.0
2018-12-12,TURN,180 Degree Capital Corp,7.6,Gift Alicia M,"Treasurer, Secretary",P,7,11.64,1.91,297.91,0.0
2018-12-12,ADRO,Aduro Biotech Inc,14.6,van Elsas Andrea,Chief Scientific Officer,S,14,-0.85,2.93,398.29,0.0
2018-12-12,MDRX,Allscripts Healthcare Solutions Inc,17.11,Spruill Yancey L.,Director,P,17,25.08,10.07,69.91,0.0
2018-12-12,LPT,Liberty Property Trust,61.95,Morrissey Mary Beth,SVP & Chief Accounting Officer,S,61,-9.28,45.52,36.09,2.65
2018-12-12,NERV,Minerva Neurosciences Inc,1.12,Russell Richard E.,President,S,1,-7.79,7.96,-85.93,0.0
2018-12-12,JASNQ,Jason Industries Inc,0.018000000000000002,WYNNEFIELD PARTNERS SMALL CAP ,10% Owner,P,0,0.48,1.65,-98.91,0.0
2018-12-12,BPFH,Boston Private Financial Holdings Inc,14.75,Simons Paul M,"EVP, Chief Corp Strategy/Devel",P,14,100.0,11.35,29.96,1.63
2018-12-12,ZEN,Zendesk Inc,97.21,Geschke John,CLO and SVP Administration,S,97,-26.85,61.37,58.4,0.0
2018-12-12,VEEV,Veeva Systems Inc,305.14,Cabral Timothy S,CFO,S,305,-100.0,92.3,230.6,0.0
2018-12-12,WSC,WillScot Mobile Mini Holdings Corp,39.49,SAGANSKY JEFFREY,Director,S,39,-5.51,12.08,226.9,0.0
2018-12-12,CEM,"Legg Mason Partners Fund Advisor, LLC",27.98,Murphy Terrence,CEO of Subadviser,S,27,-100.0,11.39,145.65,6.84
2018-12-12,VSH,Vishay Intertechnology Inc,21.6,SHOSHANI ZIV,Director,S,21,-5.3,20.23,6.77,1.76
2018-12-12,LE,Lands' End Inc,27.73,Griffith Jerome,CEO and President,P,27,8.27,14.58,90.19,0.0
2018-12-12,QRVO,Qorvo Inc,155.19,BRUGGEWORTH ROBERT A,President and CEO,S,155,-2.62,60.81,155.2,0.0
2018-12-12,CASY,Casey's General Stores Inc,194.07,Walljasper William J,Senior VP and CFO,S,194,-20.98,135.05,43.7,0.72
2018-12-12,CODA,Coda Octopus Group Inc,8.15,Forest Manor N.V.,10% Owner,S,8,-100.0,5.75,41.74,0.0
2018-12-12,BV,BrightView Holdings Inc,15.43,DONNELLY THOMAS C,See Remarks,P,15,3.57,11.78,30.98,0.0
2018-12-12,RETA,Reata Pharmaceuticals Inc,89.75,Traweek James W JR,10% Owner,P,89,3.77,59.41,51.07,0.0
2018-12-12,CASY,Casey's General Stores Inc,194.07,HANDLEY TERRY W,President and CEO,S,194,-6.41,131.8,47.25,0.72
2018-12-12,FSCT,ForeScout Technologies Inc,28.99,Elliott T Kent,Director,S,28,-20.82,26.99,7.41,0.0
2018-12-12,RETA,Reata Pharmaceuticals Inc,89.75,McGaughy R Kent Jr,"Director, 10% Owner",P,89,3.76,59.41,51.07,0.0
2018-12-12,NATR,Natures Sunshine Products Inc,18.35,WYNNEFIELD PARTNERS SMALL CAP ,10% Owner,P,18,0.11,8.84,107.58,0.0
2018-12-12,MSLP,MusclePharm Corp,0.6,WYNNEFIELD PARTNERS SMALL CAP ,10% Owner,P,0,3.57,0.9,-33.33,0.0
2018-12-12,WOW,WideOpenWest Inc,19.27,Schena Don,Chief Customer Exper. Officer,P,19,8.84,8.12,137.32,0.0
2018-12-12,ASPU,Aspen Group Inc,4.13,Kaplan Andrew E,Director,P,4,21.54,5.57,-25.85,0.0
2018-12-12,PKOH,Park-Ohio Holdings Corp,21.72,CRAWFORD MATTHEW V,"CEO, COB, 10% Owner",S,21,-0.1,33.4,-34.97,2.28
2018-12-12,RETA,Reata Pharmaceuticals Inc,89.75,CPMG Inc,"Director, 10% Owner",P,89,3.81,59.41,51.07,0.0
2018-12-12,CORT,Corcept Therapeutics Inc,22.87,BELANOFF JOSEPH K,CEO,S,22,-9.12,19.01,20.31,0.0
2018-12-12,WK,Workiva Inc,142.36,CROW MICHAEL M,Director,S,142,-8.71,36.07,294.68,0.0
2018-12-12,OSBC,Old Second Bancorp Inc,13.35,Ladowicz John,Director,S,13,-2.6,13.47,-0.89,1.2
2018-12-12,FIS,Fidelity National Information Services Inc,109.94,THOMPSON KATHLEEN T,"CSVP, Chief Accounting Officer",S,109,-54.63,106.9,2.84,1.37
2018-12-12,MYJ,Blackrock Muniyield New Jersey Fund Inc,15.83,JAECKEL THEODORE R JR,Portfolio Manager,P,15,100.0,13.2,19.92,4.74
2018-12-12,HDSN,Hudson Technologies Inc,4.76,Prouty Eric A,Director,P,4,7.07,1.64,190.24,0.0
2018-12-12,MUJ,BlackRock MuniHoldings New Jersey Quality Fund Inc,15.53,JAECKEL THEODORE R JR,Portfolio Manager,S,15,-13.67,12.8,21.33,4.87
2018-12-12,LCI,Lannett Co Inc,1.82,FARBER JEFFREY,Director,P,1,0.48,5.32,-65.79,0.0
2018-12-12,CME,CME Group Inc,223.31,Tully Sean,Sr MD Global Hd Financial & OT,S,223,-36.66,191.69,16.5,1.58
2018-12-12,NMRK,Newmark Group Inc,16.84,Gosin Barry M,CEO,P,16,4.88,9.25,82.05,0.24
2018-12-12,LOB,Live Oak Bancshares Inc,97.08,LANDIS H K,Director,P,97,1.03,14.13,587.05,0.12
2018-12-12,VSM,Versum Materials Inc,52.99,Riordan Thomas,Director,P,52,41.87,29.03,82.54,0.6
2018-12-12,HTLF,Heartland Financial USA Inc,50.69,MCCOY R MICHAEL,Director,P,50,4.26,49.41,2.59,1.89
2018-12-12,GOOG,Alphabet Inc,2999.05,Drummond David C,"SVP, Corporate Development",S,2999,-13.57,1070.81,180.07,0.0
2018-12-12,UUUU,Energy Fuels Inc,9.18,Eshleman Benjamin III,Director,S,9,-1.17,3.62,153.59,0.0
2018-12-12,LEAF,Leaf Group Ltd,8.49,MORIARTY SEAN P,CEO,S,8,-2.67,7.57,12.15,0.0
2018-12-12,SSP,The E W Scripps Co,20.47,Peirce Mary,10% Owner,P,20,2.56,17.26,18.6,0.24
2018-12-12,TPHS,Trinity Place Holdings Inc,1.87,MFP PARTNERS LP,,P,1,0.34,4.68,-60.04,0.0
2018-12-12,ACRE,Ares Commercial Real Estate Corp,15.42,Henderson James Alan,President and CEO,S,15,-11.19,14.23,8.36,8.58
2018-12-12,DNLI,Denali Therapeutics Inc,47.11,Schuth Alexander O.,COO and Secretary,S,47,-1.07,20.4,130.93,0.0
2018-12-12,TREC,Trecora Resources,9.04,Carter Nicholas,Executive Chairman,S,9,-5.15,8.23,9.84,0.0
2018-12-12,ARGO,Argo Group International Holdings Ltd,57.77,JOSEPHSON MURAL R,Director,S,57,-19.87,69.02,-16.3,2.16
2018-12-12,JBGS,JBG SMITH Properties,29.81,YALE UNIVERSITY,Director,S,29,-4.13,38.34,-22.25,3.02
2018-12-12,CDLX,Cardlytics Inc,71.8,SOMERS KIRK,Chief Legal & Privacy Officer,S,71,-33.76,13.5,431.85,0.0
2018-12-12,CDLX,Cardlytics Inc,71.8,Laube Lynne Marie,COO,S,71,-4.64,13.5,431.85,0.0
2018-12-12,UCBI,United Community Banks Inc,36.06,GILBERT BILL M,"President, Community Banking",S,36,-3.34,23.54,53.19,2.11
2018-12-12,CDLX,Cardlytics Inc,71.8,Grimes Scott D.,CEO,S,71,-3.23,13.49,432.25,0.0
2018-12-12,WMT,Walmart Inc,142.39,WALTON ALICE L,10% Owner,S,142,-0.11,93.81,51.79,1.53
2018-12-12,CTT,CatchMark Timber Trust Inc,8.34,FISHER PAUL S,Director,P,8,21.96,8.04,3.73,6.48
