Exchange,Symbol,Company,Currency,Price,Insider Name,Insider Position,Date,Buy/Sell,Insider Trading Shares,Shares Change,Price,Cost(000),Final Share,Price Change Since Insider Trade (%),Dividend Yield %,PE Ratio,Market Cap ($M)
NAS,KSPN,Kaspien Holdings Inc,$,14.46,SUBIN NEIL S,10% Owner,2018-12-21,S,1027434,-14.62,0.64,657.558,300089.6,2159.38,0,19.55,36.043
NYSE,BSL,Blackstone Senior Floating Rate Term Fund,$,16.54,McKemie Gordon,Portfolio Manager,2018-12-21,P,7065,371.65,15.58,110.073,8966,6.16,5.46,5.58,223.674
NAS,KSPN,Kaspien Holdings Inc,$,14.46,SUBIN NEIL S,10% Owner,2018-12-21,P,513717,9.36,0.64,328.779,300089.6,2159.38,0,19.55,36.043
NAS,NEWT,Newtek Business Services Corp,$,29.6,SALUTE RICHARD J,Director,2018-12-21,P,1000,10.67,15.7,15.7,10373,88.54,8.69,8.25,667.745
NYSE,AVLR,Avalara Inc,$,150.12,McFarlane Scott M,See Remarks,2018-12-21,S,100000,-12.39,30.09,3009,706863,398.9,0,At Loss,13047.811
NAS,MRCC,Monroe Capital Corp,$,11.67,KOENIG THEODORE L,"Chairman, President & CEO",2018-12-21,P,10700,3.04,9.34,99.938,363180.198,24.95,8.55,7.22,251.412
OTCPK,IMTL,Image Protect Inc,$,0.000995,Lawrence Adams,CEO,2018-12-21,P,406956,5,0.01,4.06956,8547063,-90.05,0,At Loss,0.071
NYSE,HT,Hersha Hospitality Trust,$,10.29,Shah Neil H,President and COO,2018-12-21,P,3000,0.75,16.84,50.52,401752,-38.9,0,At Loss,404.594
NAS,MDCO,The Medicines Co,$,84.9,Timney Mark,CEO,2018-12-21,P,2926,10.89,17.9,52.3754,29789,374.3,0,At Loss,6786.330
,CHSCO.PFD,CHS Inc,$,28.02,Riegel Steve Brian,Director,2018-12-21,P,1372,2858.33,25.96,35.6171,1420,7.94,7.03,At Loss,0.000
NYSE,OII,Oceaneering International Inc,$,11.12,LARSON RODERICK A.,President and CEO,2018-12-21,P,5000,3.09,11.34,56.7,166788,-1.94,0,At Loss,1109.762
NYSE,OII,Oceaneering International Inc,$,11.12,Curtis Alan R,Sr. V.P. and CFO,2018-12-21,P,5000,12.21,11.5,57.5,45939,-3.3,0,At Loss,1109.762
NYSE,ITG,Investment Technology Group Inc,$,30.23,Jones Timothy,Director,2018-12-21,S,1653,-2.41,30.01,49.6065,66961.58,0.73,0.93,At Loss,999.770
NAS,SSP,The E W Scripps Co,$,20.47,Scripps Eaton M,10% Owner,2018-12-21,P,25376,4.29,15.52,393.836,617317,31.89,0.24,6.3,1689.270
NYSE,LGF.B,Lions Gate Entertainment Corp,$,14.89,BARGE JAMES W,CFO,2018-12-21,P,-,36.65,13.58,135.8,37282,9.65,0,At Loss,3441.299
NYSE,HY,Hyster-Yale Materials Handling Inc,$,41.2,Trust dated 9/28/2000 between ,Member of a Group,2018-12-21,P,1137,0.77,58.89,66.9579,149509,-30.04,3.1,At Loss,693.266
NYSE,HY,Hyster-Yale Materials Handling Inc,$,41.2,RANKIN BRUCE T,Member of a Group,2018-12-21,P,1137,0.77,58.89,66.9579,149509,-30.04,3.1,At Loss,693.266
NYSE,RNG,RingCentral Inc,$,229.8,Dhruv Mitesh,CFO,2018-12-21,S,1581,-1.08,74.92,118.449,145150,206.73,0,At Loss,21473.222
NAS,HCAP,Harvest Capital Credit Corp,$,9.66,Jolson Joseph A,CEO,2018-12-21,P,18919,2.7,9.52,180.109,718749,1.47,3.93,9.94,57.654
NYSE,BBDC,Barings BDC Inc,$,11.22,BARINGS LLC,Investment Adviser,2018-12-21,P,68600,0.56,8.94,613.284,12258727.19,25.5,6.86,7.63,732.845
NYSE,HY,Hyster-Yale Materials Handling Inc,$,41.2,RANKIN ALFRED M ET AL,Chairman,2018-12-21,P,4521,0.68,58.88,266.196,667889,-30.03,3.1,At Loss,693.266
NAS,TCPC,BlackRock TCP Capital Corp,$,13.55,Vig Rajneesh,President and COO,2018-12-21,P,-,25.16,12.92,129.2,49750,4.88,8.84,5.25,782.748
NAS,LARK,Landmark Bancorp Inc,$,28.8,BALL RICHARD,Director,2018-12-21,P,-,7.31,22.47,224.7,161786.3625,28.17,2.77,6.7,137.085
NAS,TCPC,BlackRock TCP Capital Corp,$,13.55,DRAUT ERIC JOHN,Director,2018-12-21,P,1000,1.94,12.96,12.96,52532,4.55,8.84,5.25,782.748
NAS,BWFG,Bankwell Financial Group Inc,$,31.08,Lampert Todd,Director,2018-12-21,S,1662,-7.93,26.78,44.5084,19307,16.06,2.05,12.9,243.754
NAS,TCPC,BlackRock TCP Capital Corp,$,13.55,LEVKOWITZ HOWARD,CEO,2018-12-21,P,5000,3.35,12.88,64.4,154144,5.2,8.84,5.25,782.748
NAS,EFSC,Enterprise Financial Services Corp,$,47.38,Goodman Scott Richard,President,2018-12-21,S,1000,-1.93,38.05,38.05,50767,24.52,1.54,13.27,1818.076
NAS,CCNE,CNB Financial Corp,$,27.59,Straub Francis X III,Director,2018-12-21,P,4000,39.64,22.5,90,14090,22.62,2.45,10.01,466.066
NYSE,CSR,Centerspace,$,101.38,CAIRA JEFFREY,Director,2018-12-21,P,2193,1.86,4.97,10.8992,12000,1939.84,2.76,At Loss,1447.760
NAS,MRVL,Marvell Technology Inc,$,74.58,SWITZ ROBERT E,Director,2018-12-21,P,2500,7.53,14.81,37.025,35704,403.58,0.32,At Loss,61426.431
NYSE,AB,AllianceBernstein Holding LP,$,53.43,"AXA Equitable Holdings, Inc.",See Remarks,2018-12-21,P,254675,6.78,24.95,6354.14,4011194,114.15,6.7,14.91,5276.434
NYSE,HY,Hyster-Yale Materials Handling Inc,$,41.2,RANKIN VICTOIRE G,Member of a Group,2018-12-21,P,4521,0.68,58.88,266.196,667889,-30.03,3.1,At Loss,693.266
NAS,NYMX,Nymox Pharmaceutical Corp,$,1.55,Danielsen Erik,CFO,2018-12-21,P,6000,40.27,1.35,8.1,20900,14.81,0,At Loss,130.970
NAS,TCPC,BlackRock TCP Capital Corp,$,13.55,Davis Paul L,CFO,2018-12-21,P,3000,20,12.88,38.64,18000,5.2,8.84,5.25,782.748
NYSE,GRA,W R Grace & Co,$,69.99,40 NORTH LATITUDE MASTER FUND ,10% Owner,2018-12-21,P,893304,10.87,61.06,54545.1,9110790,14.62,1.33,60.34,4638.241
NAS,AYTU,Aytu BioPharma Inc,$,2.02,Green David A,CFO,2018-12-21,S,3330,-1.24,0.81,2.6973,26625,149.38,0,At Loss,56.099
NYSE,PKO,PIMCO Income Opportunity Fund,$,24.54,STRACKE THIBAULT CHRISTIAN,SEE REMARKS,2018-12-21,P,4000,31.17,23.77,95.08,16833,3.24,9.29,5.03,515.635
NAS,INTU,Intuit Inc,$,692.34,STANSBURY HENRY TAYLOE,"EVP, Chief Technology Officer",2018-12-21,S,3650,-65.88,188.94,689.631,1890,266.43,0.35,92.43,196204.043
NYSE,SMHI,Seacor Marine Holdings Inc,$,4.76,Gellert John M,President and CEO,2018-12-21,P,23000,9.32,12.1,278.3,269840,-60.66,0,18.52,116.028
NYSE,AFL,Aflac Inc,$,55.44,Daniels James Todd,Exec. Vice President,2018-12-21,S,3400,-18.82,44.14,150.076,14668,25.6,2.37,8.98,36675.125
NYSE,GES,Guess? Inc,$,22,CHIDONI ANTHONY,Director,2018-12-21,S,12000,-6.51,18.87,226.44,172290,16.59,2.05,8.56,1429.047
NYSE,CPT,Camden Property Trust,$,166.25,PAULSEN WILLIAM F,Director,2018-12-21,S,11344,-18.86,89.38,1013.93,48794,86,2,139.7,16990.298
NYSE,XFLT,XAI Octagon FR & Alt Income Term Trust,$,8.87,Spence John Yogi,CFO & Treasurer,2018-12-21,P,2500,0.58,7.37,18.425,435094,20.35,9.88,2.29,229.973
NAS,LBAI,Lakeland Bancorp Inc,$,18.59,NICHOLSON ROBERT K III,Director,2018-12-21,P,13000,8.66,14.45,187.85,163149,28.65,2.86,10.43,940.772
NYSE,FPI,Farmland Partners Inc,$,12.4,Pittman Paul A,CEO,2018-12-21,P,11000,0.88,4.82,53.02,1255021,157.26,1.61,At Loss,561.720
NYSE,ESI,Element Solutions Inc,$,25.01,FRANKLIN MARTIN E,"Director, 10% Owner",2018-12-21,S,2419258,-13.46,9.91,23974.8,15550046,152.37,0.87,26.88,6190.060
NYSE,SAFE,Safehold Inc,$,71.13,ISTAR INC.,10% Owner,2018-12-21,P,17100,0.23,19.36,331.056,7611483,267.41,0.94,56.01,4023.104
NYSE,IFF,International Flavors & Fragrances Inc,$,150.03,Winder Investment Pte Ltd,10% Owner,2018-12-21,P,172400,0.9,128.53,22158.6,19238758,16.73,2.07,121.99,38189.685
NAS,OTLK,Outlook Therapeutics Inc,$,1.54,THURMAN RANDY H,Director,2018-12-21,P,15000,100,0.68,10.2,1875,126.47,0,At Loss,270.026
NYSE,AUD,Audacy Inc,$,2.87,FIELD JOSEPH M,Chairman Emeritus,2018-12-21,P,200000,2,5.54,1108,10216334,-48.19,0,At Loss,406.008
NYSE,HHC,The Howard Hughes Corp,$,91.27,Slosser Michael,EVP - Hospitality,2018-12-21,P,1000,81.23,92.73,92.73,2231,-1.57,0,At Loss,5031.538
NAS,IPAR,Inter Parfums Inc,$,92.56,MADAR JEAN,"CEO, 10% Owner",2018-12-21,S,7000,-0.1,62.82,439.74,7110548,47.34,0.81,28.48,2937.289
NAS,VRCA,Verrica Pharmaceuticals Inc,$,11.44,Davidson Matt,10% Owner,2018-12-21,S,12439,-0.4,7.35,91.4266,3087069,55.65,0,At Loss,314.818
NAS,CBAY,CymaBay Therapeutics Inc,$,3.87,Shah Sujal,CEO,2018-12-21,P,-,10,6.54,65.4,110000,-40.83,0,At Loss,267.201
NAS,DOVA,Dova Pharmaceuticals Inc,$,28.04,Manning Paul B,"Director, 10% Owner",2018-12-21,P,128500,0.88,6.48,832.68,14666180,332.72,0,At Loss,807.600
NYSE,YEXT,Yext Inc,$,10.84,Dixon Tom Christopher,Chief Technology Officer,2018-12-21,S,22898,-9.72,13.36,305.917,212764,-18.86,0,At Loss,1385.842
NAS,AGFS,AgroFresh Solutions Inc,$,1.94,Miao Graham G,CFO,2018-12-21,P,-,20.23,3.75,37.5,59435,-48.27,0,At Loss,101.548
NAS,IPAR,Inter Parfums Inc,$,92.56,BENACIN PHILIPPE,"President Interparfums SA, 10% Owner",2018-12-21,S,19000,-0.28,63.52,1206.88,6846064,45.72,0.81,28.48,2937.289
NYSE,YEXT,Yext Inc,$,10.84,Steele Jim,President & CRO,2018-12-21,S,11174,-25.84,13.35,149.173,32069,-18.8,0,At Loss,1385.842
NYSE,YEXT,Yext Inc,$,10.84,Distelburger Brian,President,2018-12-21,S,1384,-0.03,13.54,18.7394,4456339,-19.94,0,At Loss,1385.842
NYSE,YEXT,Yext Inc,$,10.84,Lerman Howard,CEO,2018-12-21,S,3509,-0.07,13.34,46.8101,5359606,-18.74,0,At Loss,1385.842
OTCPK,WINT,Windtree Therapeutics Inc,$,1.56,Lee's Pharmaceutical Holdings ,10% Owner,2018-12-21,P,9874799,169.08,4,39499.2,5238375.095,-61,0,At Loss,44.100
NYSE,FICO,Fair Isaac Corp,$,357.51,Wells Stuart,Executive Vice President,2018-12-21,S,-,-15.34,179.35,1793.5,55172,99.34,0,26.66,9780.886
AMEX,DPW,Ault Global Holdings Inc,$,2.1,"Ault & Company, Inc.",See Remark,2018-12-21,P,20000,7.54,0.1,2,356.69625,2000,0,At Loss,151.428
OTCPK,WINT,Windtree Therapeutics Inc,$,1.56,LPH II Investments Ltd,10% Owner,2018-12-21,P,1810938,334.33,3.31,5994.2,784200.8825,-52.87,0,At Loss,44.100
NYSE,ESS,Essex Property Trust Inc,$,347.42,EUDY JOHN D,Executive Vice President,2018-12-21,S,5000,-32.35,256.98,1284.9,10455,35.19,2.4,50.5,22612.815
NAS,NSYS,Nortech Systems Inc,$,10.47,KUNIN DAVID B,"Director, 10% Owner",2018-12-21,P,1760,0.13,3.91,6.8816,1377796,167.77,0,At Loss,27.976
NYSE,LFT,Lument Finance Trust Inc,$,3.83,Hunt James Christopher,Director,2018-12-21,P,-,7.69,3.04,30.4,140000,25.99,9.39,12.78,95.550
NAS,CNTY,Century Casinos Inc,$,14.81,HOETZINGER PETER,Vice Chairman/Co CEO/President,2018-12-21,P,11000,1.03,6.78,74.58,1080084,118.44,0,19.74,438.593
NAS,HEES,H&E Equipment Services Inc,$,45.35,BRUCKMANN BRUCE,Director,2018-12-21,P,22500,2.19,19.56,440.1,1051966,131.85,2.42,47.74,1639.086
NAS,GAIA,Gaia Inc,$,9.43,Tarell Paul C. Jr.,CHIEF FINANCIAL OFFICER,2018-12-21,P,1250,4.83,9.9,12.375,27140,-4.75,0,94.3,182.168
NAS,LIFE,aTyr Pharma Inc,$,8.2,MENDLEIN JOHN,Director,2018-12-21,P,245000,66.15,0.42,102.9,43956.12088,1852.38,0,At Loss,227.883
NYSE,REV,Revlon Inc,$,12.96,PERELMAN RONALD O,"Director, 10% Owner",2018-12-21,P,100000,0.22,23.56,2356,45223321,-44.99,0,At Loss,695.432
NYSE,OPP,RiverNorth/DoubleLine Strategic Opportunity Fund I,$,15.03,Galley Patrick W.,President,2018-12-21,P,2000,27.27,15.2,30.4,9333,-1.12,12.81,6.12,288.800
NAS,TCON,TRACON Pharmaceuticals Inc,$,2.59,THEUER CHARLES,President and CEO,2018-12-21,P,49000,58.43,0.66,32.34,13285.5,292.42,0,At Loss,50.366
NAS,SGMS,Scientific Games Corp,$,67.61,PERELMAN RONALD O,"Director, 10% Owner",2018-12-21,P,400000,1.14,15.09,6036,35438768,348.05,0,36.95,6525.205
NAS,KURA,Kura Oncology Inc,$,16.99,"EcoR1 Capital Fund Qualified, ",10% Owner,2018-12-21,P,213888,5.1,13.57,2902.46,4408097,25.2,0,At Loss,1130.784
NAS,ACOR,Acorda Therapeutics Inc,$,3.47,SCOPIA CAPITAL MANAGEMENT LP,10% Owner,2018-12-21,S,40506,-0.71,13.24,536.299,940656.2146,-73.79,0,At Loss,38.872
NYSE,RIV,Rivernorth Opportunities Fund Inc,$,16.92,Galley Patrick W.,Director,2018-12-21,P,2000,2.27,14.53,29.06,89974,16.45,12.11,4.17,219.441
NAS,CUE,Cue Biopharma Inc,$,14.83,MARLETT CHRISTOPHER A,Director,2018-12-21,P,17200,1.62,4.53,77.916,1078407,227.37,0,At Loss,471.014
NAS,COWN,Cowen Inc,$,37.93,Barth Brett H,Director,2018-12-21,P,5000,22.39,12.92,64.6,27332,193.58,0.95,3.93,1034.997
AMEX,DPW,Ault Global Holdings Inc,$,2.1,Horne William B,CFO,2018-12-21,P,16000,1.59,0.1,1.6,1275,2000,0,At Loss,151.428
NAS,AOSL,Alpha & Omega Semiconductor Ltd,$,44.63,Chang Mike F,"CEO, 10% Owner",2018-12-21,P,31318,0.75,9.88,309.422,4235046,351.72,0,17.12,1177.228
NAS,CUE,Cue Biopharma Inc,$,14.83,DIGIANDOMENICO ANTHONY,Director,2018-12-21,P,-,100,4.49,44.9,20000,230.29,0,At Loss,471.014
NAS,CRVL,CorVel Corp,$,195.35,CLEMONS V GORDON,Chairman of the Board,2018-12-21,S,2000,-0.11,60.81,121.62,1866612,221.25,0,60.29,3461.577
NAS,ARTW,Art's-Way Manufacturing Co Inc,$,3.7,MCCONNELL J WARD JR,"Director, 10% Owner",2018-12-21,P,199894,10.86,2.25,449.762,2039789,64.44,0,At Loss,16.775
NAS,SBBP,Strongbridge Biopharma PLC,$,2,"CDK ASSOCIATES, L.L.C.",10% Owner,2018-12-21,P,237079,3.77,3.98,943.574,6531908,-49.75,0,At Loss,135.658
NAS,PSEC,Prospect Capital Corp,$,8.97,Barry John F,"CHIEF EXECUTIVE OFFICER, 10% Owner",2018-12-21,P,1000000,2.74,5.87,5870,37457705.23,52.81,8.02,3.49,3497.101
NAS,SLNO,Soleno Therapeutics Inc,$,0.731,Sinclair Andrew,Director,2018-12-21,P,4669272,100,1.6,7470.84,4669272,-54.31,0,At Loss,58.339
NAS,EBIX,Ebix Inc,$,34.66,RAINA ROBIN,Chairman & CEO,2018-12-21,P,2500,0.07,39.71,99.275,3819524,-12.72,0.87,14.75,1072.500
NAS,PRTK,Paratek Pharmaceuticals Inc,$,4.83,Dietz Thomas John,Director,2018-12-21,S,9330,-55.44,5.01,46.7433,7500,-3.59,0,At Loss,242.412
NAS,LONEQ,Lonestar Resources US Inc,$,0.044,ELLIS HENRY,Director,2018-12-21,P,4286,12,3.73,15.9868,40000,-98.82,0,At Loss,0.990
NAS,CRVS,Corvus Pharmaceuticals Inc,$,3.5,LEA LEIV,CFO,2018-12-21,P,24700,16.55,4.15,102.505,173906,-15.66,0,58.33,162.917
NYSE,DAL,Delta Air Lines Inc,$,39.69,Mattson George N,Director,2018-12-21,P,5000,5.23,49.41,247.05,100530,-19.67,0,At Loss,25402.148
NAS,SVRA,Savara Inc,$,1.08,Neville Robert N,CEO,2018-12-21,P,23517,4.96,6.38,150.038,498028,-83.07,0,At Loss,122.979
NAS,JACK,Jack In The Box Inc,$,97.47,COMMA LEONARD A,CHAIRMAN & CEO,2018-12-21,S,1615,-0.77,77.44,125.066,207552,25.87,1.72,13.5,2112.326
NAS,SAEXQ,SAExploration Holdings Inc,$,0.145,Beatty Brian A,COO,2018-12-21,P,3050,7.27,2.08,6.344,45011,-93.03,0,At Loss,0.960
NAS,INOD,Innodata Inc,$,7.24,Toor Nauman Sabeeh,10% Owner,2018-12-21,P,57921,1.66,1.6,92.6736,3551575,352.5,0,452.52,196.592
NAS,PRVB,Provention Bio Inc,$,6.24,DIGIANDOMENICO ANTHONY,Director,2018-12-21,P,2000,5.81,1.85,3.7,36442,237.3,0,At Loss,395.459
OTCPK,FRG,Franchise Group Inc,$,45.08,CANNELL CAPITAL LLC,10% Owner,2018-12-21,P,1500,0.08,11.48,17.22,1889909,292.68,3.33,8.98,1816.521
NYSE,ARC,ARC Document Solutions Inc,$,2.99,Suriyakumar Kumarakulasingam,"Chairman, President and CEO, 10% Owner",2018-12-21,P,100000,2.37,1.87,187,4316436,59.89,2.34,16.62,128.944
NAS,LMRK,Landmark Infrastructure Partners LP,$,16.28,BRAZY ARTHUR P JR,SEE REMARKS,2018-12-21,P,2550,1.56,11.69,29.8095,165502,39.26,4.9,58.14,414.960
NYSE,TPC,Tutor Perini Corp,$,14.15,REISS DALE ANNE,Director,2018-12-20,S,4000,-14.2,15.78,63.12,24162,-10.33,0,7.39,722.675
NYSE,TWTR,Twitter Inc,$,48.4,Montano Michael,"VP, Engineering",2018-12-20,S,1250,-0.26,32.59,40.7375,488768,48.51,0,At Loss,38701.118
NAS,MORN,Morningstar Inc,$,323.62,Mansueto Joseph D,"Executive Chairman, 10% Owner",2018-12-20,S,15736,-0.07,112.59,1771.72,22812035,187.43,0.39,66.04,13946.565
NAS,FLWS,1-800-Flowers.com Inc,$,33.94,MCCANN CHRISTOPHER G,"CEO and President, 10% Owner",2018-12-20,S,25000,-2.62,11.92,298,930938,184.73,0,19.61,2209.141
AMEX,FCO,Aberdeen Global Income Fund Inc,$,8.35,SELL MORITZ A,Director,2018-12-20,P,1000,100,6.95,6.95,1000,20.14,10.06,5.57,72.999
NAS,TVTX,Travere Therapeutics Inc,$,29.27,McFarlane Neil F.,COO,2018-12-20,S,11125,-27.76,22.32,248.31,28956,31.14,0,At Loss,1792.096
NAS,INWK,InnerWorkings Inc,$,2.99,Wolf Linda S,Director,2018-12-20,P,15300,12.67,3.44,52.632,136032,-13.08,0,At Loss,158.000
NAS,TXMD,TherapeuticsMD Inc,$,0.5682,Finizio Robert G,CEO,2018-12-20,S,184910,-0.9,3.66,676.771,20366559,-84.48,0,At Loss,241.444
NYSE,TRTX,TPG RE Finance Trust Inc,$,12.98,Smith Peter A.,Vice President,2018-12-20,P,1000,1.54,18.5,18.5,65734,-29.84,6.46,29.06,1000.082
NYSE,ICD,Independence Contract Drilling Inc,$,3.02,Minmier James,Director,2018-12-20,P,17000,100,2.86,48.62,850,5.59,0,At Loss,28.881
NYSE,HY,Hyster-Yale Materials Handling Inc,$,41.2,RANKIN ALFRED M ET AL,Chairman,2018-12-20,P,1574,0.24,59.22,93.2123,663357,-30.43,3.1,At Loss,693.266
NYSE,HY,Hyster-Yale Materials Handling Inc,$,41.2,RANKIN ALFRED M ET AL,Chairman,2018-12-20,P,5781,0.88,60.22,348.132,661783,-31.58,3.1,At Loss,693.266
NAS,NEWT,Newtek Business Services Corp,$,29.6,SLOANE BARRY,Chairman & CEO,2018-12-20,P,3000,0.3,16.46,49.38,1014911,79.83,8.69,8.25,667.745
OTCPK,ENDV,Endonovo Therapeutics Inc,$,0.0172,Mann Michael Scott,President,2018-12-20,P,9000,0.03,0.02,0.18,26367.898,-14,0,At Loss,1.132
NYSE,HY,Hyster-Yale Materials Handling Inc,$,41.2,RANKIN VICTOIRE G,Member of a Group,2018-12-20,P,4479,0.68,59.21,265.202,663134,-30.42,3.1,At Loss,693.266
NAS,CLVS,Clovis Oncology Inc,$,3.38,Rolfe Lindsey,See Remarks,2018-12-20,S,1728,-9.82,17.72,30.6202,15872,-80.93,0,At Loss,439.330
NYSE,BHLB,Berkshire Hills Bancorp Inc,$,28.25,Marotta Richard M,President and CEO,2018-12-20,P,1860,3.99,26.97,50.1642,48473,4.75,1.7,12.27,1374.625
NAS,LONEQ,Lonestar Resources US Inc,$,0.044,Schneider Barry,CHIEF OPERATING OFFICER,2018-12-20,P,1500,1.89,3.98,5.97,80752,-98.89,0,At Loss,0.990
NYSE,DFP,Flaherty & Crumrine Pref&Inc Allocation,$,28.55,STONE BRADFORD S,AFFILIATED PERSON OF INV. ADV.,2018-12-20,P,2500,10.34,19.5,48.75,26676.7765,46.41,6.85,5.12,553.094
NYSE,BBDC,Barings BDC Inc,$,11.22,Knox C. Robert Jr.,Principal Accounting Officer,2018-12-20,P,7000,8.94,8.84,61.88,85281.98,26.92,6.86,7.63,732.845
NYSE,IFF,International Flavors & Fragrances Inc,$,150.03,Winder Investment Pte Ltd,10% Owner,2018-12-20,P,120700,0.64,128.82,15548.6,19066358,16.46,2.07,121.99,38189.685
NYSE,MG,MISTRAS Group Inc,$,8.87,DEBENEDICTIS NICHOLAS,Director,2018-12-20,P,-,26.53,14.81,148.1,47695,-40.11,0,63.36,261.295
NYSE,MG,MISTRAS Group Inc,$,8.87,Stamatakis Manuel N.,Director,2018-12-20,P,25000,40.07,14.5,362.5,87392,-38.83,0,63.36,261.295
NYSE,HY,Hyster-Yale Materials Handling Inc,$,41.2,Trust dated 9/28/2000 between ,Member of a Group,2018-12-20,P,1895,1.29,59.96,113.624,148372,-31.29,3.1,At Loss,693.266
NYSE,HY,Hyster-Yale Materials Handling Inc,$,41.2,RANKIN BRUCE T,Member of a Group,2018-12-20,P,1895,1.29,59.96,113.624,148372,-31.29,3.1,At Loss,693.266
NYSE,OVV,Ovintiv Inc,$,34.51,Suttles Douglas James,President and CEO,2018-12-20,P,5000,3.24,5.55,27.75,31842.4,521.8,1.21,At Loss,8992.468
NAS,SFST,Southern First Bancshares Inc,$,62.87,ELLISON DAVID G,Director,2018-12-20,P,1000,2.46,30.9,30.9,41728,103.46,0,11.53,497.514
NAS,SSB,SouthState Corp,$,81.15,DEMERE ROBERT H JR,Director,2018-12-20,P,1000,1.03,58.64,58.64,97695,38.39,2.37,12.65,5665.891
NAS,SGH,SMART Global Holdings Inc,$,58.07,GOLDBERG BRUCE M,"VP, Chief Legal Officer",2018-12-20,S,3042,-21.83,30.2,91.8684,10891,92.28,0,72.85,1415.595
NAS,SEAC,SeaChange International Inc,$,0.7825,SINGER KAREN,10% Owner,2018-12-20,P,188235,4.56,1.2,225.882,4312731,-34.79,0,At Loss,38.376
NYSE,NTG,"Tortoise Midstream Energy Fund, Inc.",$,31.91,HOLMES NICHOLAS SCOTT,Vice President,2018-12-20,P,1500,150,11.8,17.7,250,170.42,4.33,2.77,180.069
,RMPLp.PFD,RiverNorth Specialty Finance Corp,$,25.52,Galley Patrick W.,President,2018-12-20,P,3890,4.61,24.71,96.1219,88251,3.28,5.76,4.52,0.000
NAS,FFNW,First Financial Northwest Inc,$,16.88,PADRICK KEVIN D,Director,2018-12-20,P,6017,19.87,15.05,90.5559,36292,12.16,2.54,13.18,157.841
NYSE,OPP,RiverNorth/DoubleLine Strategic Opportunity Fund I,$,15.03,Galley Patrick W.,President,2018-12-20,P,7333,100,15.33,112.415,7333,-1.96,12.81,6.12,288.800
NAS,CHMA,Chiasma Inc,$,3.76,Fitzpatrick Mark J.,President and CEO,2018-12-20,P,9612,100,2.5,24.03,9612,50.4,0,At Loss,237.810
NYSE,HY,Hyster-Yale Materials Handling Inc,$,41.2,RANKIN CORBIN,Member of a Group,2018-12-20,P,1143,0.31,60.29,68.9115,374813,-31.66,3.1,At Loss,693.266
NYSE,K,Kellogg Co,$,61.93,KELLOGG W K FOUNDATION TRUST,10% Owner,2018-12-20,S,100000,-0.15,57.69,5769,65131838,7.35,3.71,16.92,21125.735
NAS,PGLC,Pershing Gold Corp,$,1.12,Honig Barry C,10% Owner,2018-12-20,P,126000,1.21,0.91,114.66,10534748,23.08,0,At Loss,37.720
NYSE,CEN,Center Coast Brookfield MLP & Energy Infrastructur,$,14.63,Kuczmarski Edward A,Director,2018-12-20,P,14000,100,6.77,94.78,1400,116.1,6.13,2.5,72.125
NAS,ACTG,Acacia Research Corp,$,5.34,Tobia Alfred Victor Jr.,Director,2018-12-20,P,35000,3.03,2.94,102.9,1190346,81.63,0,At Loss,264.906
NYSE,KIM,Kimco Realty Corp,$,23.87,COVIELLO PHILIP E JR,Director,2018-12-20,P,5000,3.43,14.91,74.55,150967,60.09,2.8,12.51,14714.139
NYSE,CHKAQ,Chesapeake Energy Corp,$,3.05,Lawler Robert D.,CEO,2018-12-20,P,100000,2.47,1.86,186,20772.095,63.98,0,At Loss,32.031
NAS,LRFC,Logan Ridge Finance Corp,$,24.99,Arnall Stephen A.,CFO,2018-12-20,P,1500,5.58,6.76,10.14,4730.842795,269.67,0,156.2,67.750
NYSE,CHKAQ,Chesapeake Energy Corp,$,3.05,Patterson Frank J.,EVP-Exploration & Production,2018-12-20,P,80000,10.1,1.93,154.4,4358.455,58.03,0,At Loss,32.031
NAS,RDNT,RadNet Inc,$,28.3,HAMES NORMAN R,"President, Western Operations",2018-12-20,S,15000,-2.68,10.4,156,544000,172.12,0,44.21,1512.258
NYSE,CHKAQ,Chesapeake Energy Corp,$,3.05,DELL'OSSO DOMENIC J JR,Exec. Vice President & CFO,2018-12-20,P,50000,3.69,1.88,94,7016.415,62.23,0,At Loss,32.031
NYSE,WPGGQ,Washington Prime Group Inc,$,0.8202,von Blucher Sheryl G.,Director,2018-12-20,P,25000,100,4.84,121,2777.775,-83.05,0,At Loss,20.062
NYSE,CDR,Cedar Realty Trust Inc,$,22.49,Eisenstat Abraham,Director,2018-12-20,P,100000,138.71,2.87,287,26074.51938,683.62,1.16,At Loss,307.225
NYSE,WPGGQ,Washington Prime Group Inc,$,0.8202,CONFORTI LOUIS G,CEO,2018-12-20,P,20747,12.07,4.81,99.7931,21400.53416,-82.95,0,At Loss,20.062
AMEX,EVBN,Evans Bancorp Inc,$,39.32,NASCA DAVID J,President and CEO,2018-12-20,P,1195,2.24,32.54,38.8853,54662.5,20.84,3.04,8.9,214.955
NYSE,EXPR,"Express, Inc.",$,4.27,Contrarius Investment Manageme,10% Owner,2018-12-20,S,240425,-3.37,5.36,1288.68,6884816,-20.34,0,At Loss,285.994
NYSE,EPD,Enterprise Products Partners LP,$,21.7,TEAGUE AJ,CEO,2018-12-20,P,-,0.58,24.61,246.1,1737937,-11.82,8.3,12.21,47352.218
