dialogue,ground_truth,zero_shot_summaries,one_shot_summaries
"Henry Fox: A very good morning to you William! It's great to have met you in FR the other day. How are you doing?   William Field: Good morning to you, Henry!   Henry Fox: And how are you doing?   William Field: Fine, thank you.   Henry Fox: Just an idea: would you be interested in joining Lily Baumer and me on our outing to Fondation Beyeler next week?   William Field: Thank you. That would be nice.   Henry Fox: Will Wednesday suit you fine?   William Field: Wed. is fine.   Henry Fox: My idea would be that you leave your car in my drive and we go in mine and collect Lily on the way. Is it ok?   William Field: Very good indeed.   Henry Fox: And afterwards we could go somewhere and have a nice meal together. There're quite a few nice places on the German side.   William Field: We used to go to Vitra. Melanie loved their salmon carpaccio.   Henry Fox: We can surely give it a try! Shall we say you'll be in my place at around 10 or 10:30?   William Field: I'll be at your place at 10:15.   Henry Fox: Good. Looking forward to our museum outing. Have a great day William.   William Field: Thank you.","Henry Fox invites William Field to join him and Lily Baumer for a visit to the Fondation Beyeler. They will meet next Wednesday at 10:15 at Henry Fox's house. Henry Fox will drive them to the museum. After the visit, they will go to a restaurant called Vitra, located on the German side.", You too.   Henry Fox invited William Field to join him and Lily Baumer on an outing to Fondation Beyeler next week. They, You too.   Henry Fox and William Field are planning an outing to Fondation Beyeler next week. They will leave from Henry's house
"Naomi: Hi Lottie love! Can't go to the meeting after school, sorry, Tyler's ill.   Lottie: Oh, poor baby! What's wrong?   Naomi: Well, the school called cos he'd been sick after lunch - all over the classroom - he was so embarrassed.    Lottie: How is he now?   Naomi: Not brilliant, he's sicked up again twice more.   Lottie: Try not to give him any food, just cooled, boiled water. They told us that when Xander was ill.   Naomi: Yes, that's what I'm doing. No complaints, so he must be ill, he'd normally be after the crisps and fruit shoots by now!   Lottie: Watch his temperature too, do you have Calpol in?   Naomi: Oh yes, always got it, essential kit isn't it? I only give it to him when he's really poorly, though.   Lottie: Me too. Hope he's better soon, anyway, Xand will miss him in school, they always play together, he tells me.   Naomi: I've got to keep him off for at least 2 days, but he might be ok Thurs or Fri, we'll see!   Lottie: Does he get bored at home?   Naomi: No never! He loves it, this is like a holiday to him!   Lottie: Well, love to you both, hope to see you at the end of the week.   Naomi: Bye, love!",Naomi won't go to the meeting after school because Tyler is sick and she will watch over him. He might get better till Thursday or Friday. Xand will miss him at school.,"   Naomi and Lottie are discussing Tyler, Naomi's son, who is ill. He was sick in the classroom and has been sick twice more","   Naomi's son Tyler is ill and has been sick in the classroom. Lottie suggests giving him cooled, boiled water and watching his temperature."
Linda: Have you heard that Lucy spat on James?   Peter: Why? When? Where?   Paul: That bitch is crazy   Linda: Nobody knows   Linda: He was standing in front of the university talking to some friends   Linda: And out of the blue she spat on him   Paul: Did he offend her?   Linda: No. He just looked at her and she did that,Lucy spat on James in front of the university.,   Linda reported that Lucy spat on James without provocation while he was talking to some friends in front of the university. Paul asked if James had offended her,     Linda reported that Lucy spat on James without provocation while he was talking to some friends in front of the university. Paul asked if James had offended
"Clark: hi, your profile is really interesting   Louise: thank you :)   Clark: I don't see much John Cage fans here   Louise: I don't see much fans of his music anywhere   Clark: point taken   Clark: there's this gig on Saturday   Clark: tribute to John Cage   Louise: yes I know!   Clark: do you wanna go?   Louise: I already have my ticket so sure :)   Clark: great! :)",Clark and Louise are John Cage's fans. They will meet at the tribute concert on Saturday. Louise already has her ticket.,   Clark and Louise are discussing John Cage and his music. Clark mentions a gig on Saturday that is a tribute to John Cage and Louise already has a ticket,     Clark and Louise are discussing John Cage and his music. Clark suggests going to a tribute gig on Saturday and Louise already has a ticket.
"Younes: How was your ride yesterday?   Courtney: Good except I ate a bug!   Younes: Er, okay?   Courtney: LOL! Was going along and slurp! Bug right down my throat!   Younes: Meat group! LOL!   Courtney: I know! It was gross though!   Younes: You should ride with your mouth shut.   Courtney: Everyone said that!   Younes: Other than that how was it?   Courtney: Pretty cool! Nice scenery and a slow pace, not many hills.   Younes: Yes, it's a nice easy ride.    Courtney: Perfect for my first 20 miler!   Younes: Thought it would be! Proud of you!   Courtney: Thanks!   Younes: What are you going to do next, a longer one?   Courtney: Probably not!   Younes: Why not?   Courtney: Don't want to push it. I'll work up to a longer one!   Younes: Possibly a smart idea.   Courtney: Thanks!   Younes: Well, back to work. Just wanted to check in!   Courtney: Thanks! See you later?   Younes: Oh, right, are you going to the meet-up later?   Courtney: I think so.   Younes: Probably see you there!   Courtney: Cool!",Courtney did her first 20-miles ride yesterday. She ate a bug. Younes and Courtney will see at the meet-up.,"   Younes and Courtney had a conversation about Courtney's bike ride the day before. Courtney had an unfortunate experience of eating a bug, but overall enjoyed"," In this conversation, Younes and Courtney discuss Courtney's recent bike ride. Courtney had an unpleasant experience when she ate a bug, but overall enjoyed the ride."
Mary: What are you giving Ben this year?   Pamela: socks   Mary: seriously? :D:D   Pamela: haha yes   Pamela: and some perfume   Mary: I did that last year   Pamela: looking for a last minute gift inspiration   Mary: I'm depserate   Pamela: hmmmmmmmmm,"Pamela is giving Ben socks and perfume this year. Mary gave him some perfume last year, and now she's looking for a last minute gift inspiration.","   Mary and Pamela are discussing what to give Ben as a gift. Pamela suggests socks and perfume, but Mary has already done that last year. Mary is"," Mary and Pamela are discussing what to give Ben as a gift. Mary suggests perfume, but Pamela suggests socks. They are both looking for last minute gift inspiration."
Jordan: and so do you have time for me?   Savannah: it was a nice meeting but i think that's not what i'm looking for...   Jordan: ok so what are you looking for?   Savannah: it's just not what i want   Jordan: ok just tell me what you want. I know it is not me   Savannah: why u asking about that?   Jordan: i just want to know. that is all   Savannah: no need for that. that's just not what i want...,Savannah had a nice meeting with Jordan but she's looking for something else.  ,"   Jordan asked Savannah if she had time for him, but Savannah said it was not what she was looking for. Jordan asked what she was looking for,"," Jordan is asking Savannah what she is looking for, but Savannah does not want to answer."
"Maya: Are you ready?   Natalie: need 10 more minutes   Richard: Wait for me please. I'm in a meeting, I'll be right back   Maya: ok let me know. ready when you are.   Natalie: sorry Maya I'm doing my best!   Maya: take it easy Nat :)",Maya is going to wait for Natalie and Richard as long as it'll take.,"   Maya asked if Natalie and Richard were ready, Natalie said she needed 10 more minutes and Richard said he was in a meeting and would be right back","   Maya and Natalie are preparing to go somewhere, but Natalie needs 10 more minutes and Richard is in a meeting and will be back soon. Maya is"
"Amanda: Does anyone know when the biology test is?   Celine: Mrs Kohl said it would be next Tuesday.   Robert: That's right.    Amanda: Cool, so we still have a week.   Robert: Yes, but there is a lot to study.    Nick: You should guys relax. I'll study one day before.    Amanda: Nick always studies one day before and gets an ""A"". How does he do it?   Robert: He's a genius. Not like us... ","Amanda, Celine and Robert have a biology test next Tuesday so they have a week to study. Nick will study one day before as he always gets an ''A''.",   Amanda asked when the biology test was and Celine said it would be next Tuesday. Robert confirmed and Amanda said they still had a week to study,"   In this conversation, Amanda and Robert are discussing the upcoming biology test which is scheduled for next Tuesday. Nick suggests that they relax and he will study one"
"Adam: so what time r u coming?   Sue: frankly speaking... we don't feel like going out tonite...   Adam: O_O?    Adam: really? Hey girl, wasn't It u who wanna party hard?   Sue: true... But we've already had some beers and wanna chill..   Sue: but u can come here:D   Adam: here means where?    Adam: send me yr location, please   Sue: voilà <file_other>    Adam: can't open It...:/   Adam: Can u send it via whatsapp?    Sue: sure.    Sue: fine, u got it?   Adam: si.... It's fare, thinking... Gimme 5 min   Sue: ok, take yr time, we gonna be here ;-)",Sue does no longer want to go out and invites Adam to join her at her house. ,"   Adam and Sue were planning to go out, but Sue changed her mind and suggested that Adam come to her place instead. Adam asked for her location,","   Adam and Sue were planning to go out, but Sue suggested they stay in instead. Adam asked for Sue's location and she sent it via WhatsApp."
